order_id,customer_id,order_date,order_channel,payment_method,order_status,discount_rate,shipping_cost_inr,product_id,quantity,unit_price_inr,gross_sales_inr,discount_inr,net_sales_inr,gross_profit_inr,marketing_cost_inr,contribution_profit_inr,is_returned
5000014,115685,2025-03-13 03:17:44,Store,Card,Delivered,0.06,148,2008,1,2309.0,2309.0,138.54,2170.46,594.70604,19.67464183140583,427.0313981685942,0
5000015,103002,2024-11-26 20:58:30,Store,Card,Delivered,0.105,106,2112,1,1166.0,1166.0,122.42999999999999,1043.57,489.43432999999993,44.28689584415801,339.1474341558419,0
5000016,129468,2024-05-12 15:13:29,Online,Wallet,Delivered,0.005,142,2180,1,1931.0,1931.0,9.655,1921.345,893.425425,106.16099133735209,645.2644336626479,0
5000017,126436,2025-12-25 12:11:27,Online,Card,Returned,0.017,100,2037,1,1819.0,1819.0,30.923000000000002,1788.077,1106.819663,39.126771996778146,967.6928910032218,1
5000018,113846,2024-04-14 13:18:23,Store,UPI,Delivered,0.107,114,2212,1,1667.0,1667.0,178.369,1488.631,413.8394180000001,32.44433702146937,267.3950809785307,0
5000019,115245,2025-10-01 12:11:06,Online,UPI,Delivered,0.029,140,2101,1,799.0,799.0,23.171000000000003,775.829,150.510826,53.37144633452033,-42.86062033452032,0
5000020,103005,2024-06-12 12:51:36,Online,UPI,Delivered,0.13,162,2007,1,962.0,962.0,125.06,836.94,373.27524000000005,33.29408834181874,177.98115165818132,0
5000021,106283,2025-08-22 22:22:12,Store,NetBanking,Delivered,0.008,87,2205,1,3311.0,3311.0,26.488,3284.512,591.21216,31.623051308412773,472.5891086915873,0
5000022,117596,2024-08-20 07:07:15,Online,Card,Delivered,0.052,155,2184,2,969.0,1938.0,100.776,1837.224,1102.3344,100.16942275505143,847.1649772449485,0
5000023,102559,2025-12-02 12:08:34,Online,UPI,Returned,0.102,115,2018,2,1831.0,3662.0,373.524,3288.476,871.4461400000001,106.93167942415056,649.5144605758496,1
5000024,110693,2024-03-08 22:04:22,Online,Card,Delivered,0.126,166,2209,3,4635.0,13905.0,1752.03,12152.97,4593.82266,88.23014632128599,4339.592513678714,0
5000025,128618,2024-01-29 15:08:15,Online,Wallet,Delivered,0.133,106,2098,1,2130.0,2130.0,283.29,1846.71,788.54517,28.09188072715283,654.4532892728472,0
5000026,121222,2024-04-16 16:05:39,Online,UPI,Delivered,0.053,124,2083,4,6886.0,27544.0,1459.8319999999999,26084.168,11842.212272,99.55176201503572,11618.660509984966,0
5000027,120509,2025-02-04 09:56:14,Store,UPI,Delivered,0.028,58,2204,2,1848.0,3696.0,103.488,3592.512,2151.914688,5.295131975345022,2088.6195560246547,0
5000028,108074,2024-06-08 20:43:26,Store,UPI,Delivered,0.054,70,2025,2,1073.0,2146.0,115.884,2030.116,410.083432,7.443615081752837,332.63981691824716,0
5000029,101807,2024-10-11 10:01:11,Online,UPI,Delivered,0.006,93,2005,3,1698.0,5094.0,30.564,5063.436,1812.7100879999998,22.64995869217339,1697.0601293078264,0
5000030,122755,2024-12-30 23:38:02,Online,Card,Delivered,0.037,103,2018,1,1831.0,1831.0,67.747,1763.253,467.262045,67.01067265601985,297.25137234398017,0
5000031,122457,2024-02-11 20:00:26,Online,UPI,Delivered,0.045,121,2020,1,3460.0,3460.0,155.7,3304.3,1126.7663000000002,76.85933856777918,928.906961432221,0
5000032,102282,2025-06-25 19:58:03,Online,NetBanking,Delivered,0.011,78,2074,1,887.0,887.0,9.757,877.243,256.154956,115.3303605264916,62.824595473508424,0
5000033,118159,2025-05-22 03:08:28,Online,UPI,Delivered,0.147,145,2204,4,1848.0,7392.0,1086.624,6305.376,3776.920224,78.51494985577716,3553.405274144223,0
5000034,111757,2024-04-10 11:45:24,Online,Card,Delivered,0.15,124,2039,1,939.0,939.0,140.85,798.15,490.0641,55.065711026076464,310.9983889739235,0
5000035,124640,2024-04-30 08:39:38,Online,NetBanking,Delivered,0.097,178,2050,2,874.0,1748.0,169.556,1578.444,533.514072,96.2967767710869,259.21729522891314,0
5000036,129153,2024-04-02 02:50:22,Store,Card,Delivered,0.002,95,2156,1,507.0,507.0,1.014,505.986,128.520444,7.710227422507687,25.810216577492312,0
5000037,117731,2025-03-12 16:17:45,Online,NetBanking,Delivered,0.08,167,2172,1,3717.0,3717.0,297.36,3419.64,1449.92736,101.48501812742957,1181.4423418725703,0
5000038,128906,2025-03-19 04:01:47,Online,UPI,Delivered,0.032,90,2116,1,1565.0,1565.0,50.08,1514.92,813.5120400000001,132.53534808451482,590.9766919154853,0
5000039,117075,2025-10-11 05:29:09,Online,Card,Delivered,0.063,58,2080,2,8772.0,17544.0,1105.272,16438.728,8482.383647999999,52.64510971209507,8371.738538287904,0
5000040,125298,2025-03-07 05:06:16,Online,UPI,Delivered,0.081,180,2098,1,2130.0,2130.0,172.53,1957.47,835.83969,77.92106420963604,577.918625790364,0
5000041,104902,2024-05-05 19:12:34,Online,Card,Delivered,0.159,75,2138,1,1373.0,1373.0,218.30700000000002,1154.693,316.38588200000004,70.18496573642301,171.20091626357703,0
5000042,103141,2024-12-08 09:21:28,Online,COD,Delivered,0.056,95,2111,1,1991.0,1991.0,111.49600000000001,1879.504,545.05616,104.0310692102312,346.0250907897688,0
5000043,104968,2025-06-17 19:52:38,Store,NetBanking,Delivered,0.171,97,2041,1,2434.0,2434.0,416.21400000000006,2017.786,734.474104,39.342670157141356,598.1314338428587,0
5000044,104173,2025-02-28 02:09:38,Online,Card,Delivered,0.054,116,2024,1,2487.0,2487.0,134.298,2352.702,886.9686540000001,57.9673287297132,713.0013252702869,0
5000045,118932,2024-04-29 16:00:41,Online,NetBanking,Delivered,0.005,153,2031,1,1271.0,1271.0,6.355,1264.645,675.32043,54.4973638878558,467.8230661121442,0
5000046,111568,2024-12-19 14:10:58,Online,Card,Returned,0.033,50,2096,1,2380.0,2380.0,78.54,2301.46,1228.97964,119.57676387521907,1059.402876124781,1
5000047,108725,2025-09-01 19:21:09,Store,Wallet,Delivered,0.051,45,2075,2,1628.0,3256.0,166.05599999999998,3089.944,1038.221184,10.642366888719357,982.5788171112806,0
5000048,122031,2025-12-17 07:18:45,Online,COD,Delivered,0.114,64,2044,1,1005.0,1005.0,114.57000000000001,890.43,253.77254999999997,46.68299245503355,143.08955754496642,0
5000049,113323,2025-02-02 03:33:59,Store,UPI,Delivered,0.13,67,2083,1,6886.0,6886.0,895.1800000000001,5990.82,2719.83228,39.95500245412996,2612.87727754587,0
5000050,114618,2025-08-17 05:42:56,Store,Card,Delivered,0.095,90,2075,1,1628.0,1628.0,154.66,1473.34,495.04224,43.07130606194435,361.9709339380556,0
5000051,112913,2025-03-18 15:23:53,Online,UPI,Returned,0.092,170,2013,1,1192.0,1192.0,109.664,1082.336,608.2728320000001,120.06399585199998,318.20883614800016,1
5000052,122585,2025-02-15 10:03:34,Online,COD,Delivered,0.048,152,2056,2,2772.0,5544.0,266.112,5277.888,3034.7855999999997,126.19950487338257,2756.5860951266172,0
5000053,100966,2025-06-06 12:44:14,Online,UPI,Delivered,0.056,123,2211,1,2137.0,2137.0,119.672,2017.328,964.282784,76.2984434628316,764.9843405371684,0
5000054,125624,2024-11-12 01:52:07,Store,UPI,Delivered,0.069,70,2003,1,3056.0,3056.0,210.864,2845.136,1633.1080639999998,36.465611128665486,1526.6424528713344,0
5000055,126893,2025-08-20 08:12:25,Online,Card,Delivered,0.109,85,2200,1,295.0,295.0,32.155,262.845,153.764325,42.42439231301347,26.339932686986543,0
5000056,118817,2025-02-14 08:15:02,Store,UPI,Delivered,0.079,89,2170,1,7374.0,7374.0,582.546,6791.454,1949.1472979999999,11.403819538155048,1848.743478461845,0
5000057,108539,2025-01-13 18:00:50,Online,Card,Delivered,0.12,153,2179,1,2240.0,2240.0,268.8,1971.2,618.9568,71.99281465259199,393.9639853474081,0
5000058,122101,2025-07-14 02:03:51,Online,Card,Delivered,0.07,69,2052,2,2157.0,4314.0,301.98,4012.02,1159.4737799999998,42.07631847391835,1048.3974615260815,0
5000059,128460,2025-10-26 13:16:11,Online,UPI,Delivered,0.065,52,2051,2,2914.0,5828.0,378.82,5449.18,1166.12452,139.44633124742467,974.6781887525754,0
5000060,114100,2025-11-25 15:41:51,Online,UPI,Delivered,0.033,110,2062,2,808.0,1616.0,53.328,1562.672,918.851136,120.66194962982352,688.1891863701765,0
5000061,106860,2024-12-10 10:54:16,Online,NetBanking,Delivered,0.078,50,2129,1,1275.0,1275.0,99.45,1175.55,719.4366,136.2334899004465,533.2031100995534,0
5000062,129832,2025-12-07 05:31:40,Online,Wallet,Delivered,0.086,126,2092,1,2608.0,2608.0,224.28799999999998,2383.712,1311.0416,69.99419524164182,1115.0474047583582,0
5000063,101094,2024-06-27 06:31:14,Online,Card,Delivered,0.063,111,2066,1,3476.0,3476.0,218.988,3257.012,1892.323972,66.7789539090854,1714.5450180909145,0
5000064,105765,2025-12-17 02:53:45,Online,Card,Delivered,0.075,64,2107,2,2124.0,4248.0,318.59999999999997,3929.4,1638.5598,40.50884289620818,1534.050957103792,0
5000065,113968,2025-06-05 19:38:22,Online,Wallet,Delivered,0.045,52,2177,1,1387.0,1387.0,62.415,1324.585,373.53297,62.79664355896985,258.73632644103014,0
5000066,103612,2024-04-06 05:30:16,Online,Card,Delivered,0.126,167,2139,3,3865.0,11595.0,1460.97,10134.03,4570.44753,50.24629125720947,4353.201238742791,0
5000067,122412,2024-07-26 18:23:00,Store,COD,Delivered,0.031,111,2146,2,6066.0,12132.0,376.092,11755.908,3268.142424,6.735959491370074,3150.40646450863,0
5000068,127125,2025-06-26 21:11:14,Online,COD,Delivered,0.052,61,2209,1,4635.0,4635.0,241.01999999999998,4393.98,1660.9244399999998,94.28975666991967,1505.6346833300802,0
5000069,112455,2024-03-12 17:57:40,Online,Card,Delivered,0.112,81,2193,1,2396.0,2396.0,268.35200000000003,2127.648,480.848448,137.66707058586888,262.18137741413113,0
5000070,104920,2024-12-05 13:52:15,Online,COD,Returned,0.12,162,2127,1,2962.0,2962.0,355.44,2606.56,745.4761599999999,34.53315072003001,548.9430092799699,1
5000071,121120,2024-10-11 09:05:50,Online,NetBanking,Delivered,0.061,90,2170,1,7374.0,7374.0,449.81399999999996,6924.186,1987.2413819999997,29.392834528550324,1867.8485474714494,0
5000072,103821,2024-12-30 01:52:53,Store,Card,Delivered,0.064,165,2207,2,1139.0,2278.0,145.792,2132.208,987.2123040000001,37.757308887040175,784.45499511296,0
5000073,126539,2024-04-04 01:28:43,Online,UPI,Delivered,0.067,50,2074,1,887.0,887.0,59.429,827.571,241.650732,71.15090206600368,120.49982993399632,0
5000074,109314,2025-09-07 19:19:35,Online,Card,Delivered,0.113,140,2167,1,2778.0,2778.0,313.914,2464.0860000000002,943.7449380000002,100.51884433801916,703.2260936619809,0
5000075,109664,2025-12-13 06:30:29,Online,UPI,Delivered,0.053,164,2172,1,3717.0,3717.0,197.001,3519.999,1492.479576,90.21552161819082,1238.264054381809,0
5000076,101219,2024-10-10 15:26:12,Store,COD,Delivered,0.042,165,2141,2,2149.0,4298.0,180.51600000000002,4117.484,2260.4987160000005,21.69395576124225,2073.8047602387583,0
5000077,113551,2025-02-22 15:57:11,Store,UPI,Delivered,0.039,142,2196,1,1035.0,1035.0,40.365,994.635,530.140455,12.905394622118841,375.23506037788115,0
5000078,119642,2025-05-24 14:20:54,Store,Wallet,Delivered,0.073,57,2189,4,6420.0,25680.0,1874.6399999999999,23805.36,13640.47128,9.683297161080503,13573.78798283892,0
5000079,111913,2024-08-17 16:18:44,Online,Card,Delivered,0.129,107,2018,1,1831.0,1831.0,236.199,1594.801,422.622265,20.65633461747451,294.9659303825255,0
5000080,115655,2025-01-25 08:26:23,Online,Wallet,Delivered,0.102,169,2018,2,1831.0,3662.0,373.524,3288.476,871.4461400000001,52.66657159768558,649.7795684023146,0
5000081,108998,2024-02-21 21:21:45,Online,NetBanking,Delivered,0.113,154,2220,1,1130.0,1130.0,127.69,1002.31,442.01871,58.18293585401817,229.83577414598182,0
5000082,114188,2025-11-21 15:31:18,Store,COD,Delivered,0.041,83,2081,1,1261.0,1261.0,51.701,1209.299,349.48741099999995,5.0184718306803155,261.46893916931964,0
5000083,112545,2024-11-13 08:30:13,Online,Wallet,Delivered,0.025,76,2156,2,507.0,1014.0,25.35,988.65,251.1171,27.465166041432507,147.6519339585675,0
5000084,118528,2024-01-17 23:07:38,Online,UPI,Delivered,0.144,152,2184,4,969.0,3876.0,558.144,3317.8559999999998,1990.7135999999998,117.35697986040134,1721.3566201395984,0
5000085,126787,2025-10-10 00:44:48,Store,Card,Delivered,0.029,46,2100,1,624.0,624.0,18.096,605.904,126.028032,18.76303365212633,61.264998347873664,0
5000086,127386,2025-12-17 09:02:03,Online,Card,Delivered,0.057,121,2122,1,3511.0,3511.0,200.127,3310.873,629.06587,23.857081315279544,484.2087886847205,0
5000087,111690,2025-02-24 07:43:51,Store,UPI,Delivered,0.274,160,2202,1,2285.0,2285.0,626.09,1658.9099999999999,764.7575099999999,18.984649456634873,585.772860543365,0
5000088,126598,2024-04-17 19:52:12,Store,UPI,Delivered,0.137,122,2140,4,2611.0,10444.0,1430.8280000000002,9013.172,3262.7682640000003,8.272952791970853,3132.4953112080293,0
5000089,111180,2025-09-19 21:34:27,Online,UPI,Returned,0.102,147,2008,1,2309.0,2309.0,235.51799999999997,2073.482,568.1340680000001,24.871564794453704,396.26250320554635,1
5000090,122712,2024-04-21 20:01:19,Online,UPI,Delivered,0.163,106,2164,1,2329.0,2329.0,379.627,1949.373,805.091049,45.83120495602057,653.2598440439795,0
5000091,113399,2024-03-05 07:46:51,Store,UPI,Delivered,0.085,160,2161,3,629.0,1887.0,160.395,1726.605,466.18335,10.547949353713403,295.6354006462866,0
5000092,115757,2025-08-10 05:34:59,Online,Card,Delivered,0.041,142,2025,3,1073.0,3219.0,131.979,3087.021,623.578242,123.76910490833043,357.80913709166964,0
5000093,127908,2025-11-23 06:46:56,Online,COD,Delivered,0.119,70,2203,1,989.0,989.0,117.69099999999999,871.309,210.856778,110.0914562230015,30.76532177699849,0
5000094,106083,2024-05-03 11:51:20,Store,NetBanking,Delivered,0.03,170,2181,1,1797.0,1797.0,53.91,1743.09,819.2522999999999,5.0527550539962585,644.1995449460036,0
5000095,122730,2025-12-22 00:18:39,Store,UPI,Delivered,0.009,147,2191,1,7148.0,7148.0,64.332,7083.668,2890.1365439999995,39.27122997250728,2703.8653140274923,0
5000096,121307,2025-08-01 21:28:27,Online,UPI,Delivered,0.078,163,2094,1,1458.0,1458.0,113.724,1344.276,264.82237200000003,41.994348981525654,59.828023018474376,0
5000097,103865,2024-01-10 19:10:05,Online,NetBanking,Delivered,0.02,100,2139,1,3865.0,3865.0,77.3,3787.7,1708.2527,110.15122504320784,1498.1014749567921,0
5000098,109009,2024-06-06 05:31:40,Online,UPI,Delivered,0.062,155,2052,2,2157.0,4314.0,267.468,4046.532,1169.447748,44.10901742941138,970.3387305705887,0
5000099,116879,2024-09-26 17:30:23,Store,Card,Delivered,0.118,171,2027,1,4145.0,4145.0,489.10999999999996,3655.89,2032.6748400000001,7.347782714163227,1854.3270572858369,0
5000100,104266,2024-12-06 20:15:08,Online,Card,Delivered,0.073,78,2021,1,2097.0,2097.0,153.081,1943.919,495.69934500000005,56.877105821084754,360.8222391789153,0
5000101,104426,2025-05-28 16:47:07,Store,UPI,Delivered,0.035,98,2048,1,1545.0,1545.0,54.075,1490.925,757.3899,32.404769183763975,626.985130816236,0
5000102,116593,2025-06-10 13:10:19,Online,Wallet,Returned,0.093,123,2088,1,965.0,965.0,89.745,875.255,225.81579,34.17899065234554,68.63679934765446,1
5000103,114730,2024-01-26 16:27:38,Online,Card,Delivered,0.019,144,2041,1,2434.0,2434.0,46.246,2387.754,869.1424559999999,44.183741927984855,680.958714072015,0
5000104,115872,2025-08-09 12:55:13,Online,NetBanking,Delivered,0.03,172,2080,2,8772.0,17544.0,526.3199999999999,17017.68,8781.12288,94.9379187482956,8514.184961251705,0
5000105,110281,2024-02-19 08:52:04,Store,UPI,Delivered,0.061,128,2127,1,2962.0,2962.0,180.682,2781.318,795.456948,42.83884357418628,624.6181044258137,0
5000106,111617,2025-08-26 07:44:17,Online,UPI,Delivered,0.108,165,2174,1,382.0,382.0,41.256,340.744,193.54259199999998,49.231650885294556,-20.68905888529457,0
5000107,112069,2024-06-06 14:00:21,Online,Wallet,Delivered,0.163,112,2201,1,4756.0,4756.0,775.2280000000001,3980.772,1397.2509719999998,75.47549667644813,1209.7754753235517,0
5000108,103513,2025-10-18 14:28:28,Online,Card,Delivered,0.1,129,2060,1,4846.0,4846.0,484.6,4361.4,1181.9394,82.17407734745737,970.7653226525426,0
5000109,111965,2024-02-15 20:42:43,Online,UPI,Delivered,0.162,100,2013,1,1192.0,1192.0,193.104,998.896,561.379552,80.68700482414623,380.69254717585375,0
5000110,121265,2024-03-17 09:01:08,Online,COD,Delivered,0.067,140,2129,1,1275.0,1275.0,85.42500000000001,1189.575,728.0199,118.27271059829417,469.74718940170584,0
5000111,102304,2025-09-10 14:20:06,Online,UPI,Delivered,0.214,91,2076,2,5721.0,11442.0,2448.5879999999997,8993.412,3480.450444,77.71744622999705,3311.732997770003,0
5000112,111077,2024-04-13 17:17:18,Store,Card,Delivered,0.016,112,2175,4,5787.0,23148.0,370.368,22777.632,7493.8409280000005,39.31035388593508,7342.5305741140655,0
5000113,117707,2025-09-30 06:47:46,Store,UPI,Delivered,0.191,130,2053,1,3217.0,3217.0,614.447,2602.553,1353.32756,20.261489457473964,1203.066070542526,0
5000114,127623,2024-01-27 00:44:23,Online,UPI,Delivered,0.103,177,2057,1,3187.0,3187.0,328.26099999999997,2858.739,994.8411719999999,132.73215349746212,685.1090185025378,0
5000115,128098,2024-12-10 10:04:20,Store,Card,Delivered,0.014,100,2031,1,1271.0,1271.0,17.794,1253.206,669.212004,43.90078821202155,525.3112157879784,0
5000116,119885,2024-11-15 05:11:07,Online,COD,Delivered,0.062,50,2196,2,1035.0,2070.0,128.34,1941.66,1034.90478,49.314027959957386,935.5907520400427,0
5000117,106038,2025-05-02 12:17:38,Online,Card,Delivered,0.128,109,2021,1,2097.0,2097.0,268.416,1828.584,466.28892,51.10405800302839,306.1848619969716,0
5000118,116823,2024-04-28 04:38:45,Online,UPI,Delivered,0.088,176,2169,3,2980.0,8940.0,786.7199999999999,8153.28,4052.18016,133.7328710977605,3742.4472889022395,0
5000119,106620,2025-09-25 21:19:38,Online,Card,Delivered,0.107,143,2191,3,7148.0,21444.0,2294.508,19149.492,7812.992735999999,116.62171866686151,7553.371017333137,0
5000120,105890,2025-10-22 14:14:00,Online,UPI,Delivered,0.156,93,2208,1,2511.0,2511.0,391.716,2119.284,1218.5883,54.88815993748044,1070.7001400625195,0
5000121,107425,2024-03-24 00:36:52,Online,UPI,Delivered,0.067,65,2107,1,2124.0,2124.0,142.30800000000002,1981.692,826.365564,48.46850792613866,712.8970560738613,0
5000122,114681,2024-09-25 12:26:20,Online,Card,Delivered,0.076,76,2185,1,938.0,938.0,71.288,866.712,322.416864,124.86913994045918,121.5477240595408,0
5000123,110540,2024-10-15 08:54:21,Online,NetBanking,Delivered,0.087,86,2092,1,2608.0,2608.0,226.896,2381.104,1309.6072,96.41841898648202,1127.1887810135179,0
5000124,111078,2025-11-09 03:01:54,Online,Wallet,Delivered,0.16,81,2068,1,2943.0,2943.0,470.88,2472.12,798.49476,82.3454979891876,635.1492620108124,0
5000125,128143,2024-05-22 09:13:34,Online,UPI,Returned,0.126,46,2134,1,1144.0,1144.0,144.144,999.856,537.922528,58.51755620564441,433.4049717943557,1
5000126,113208,2024-09-25 07:05:59,Store,UPI,Delivered,0.043,85,2086,1,292.0,292.0,12.556,279.444,166.548624,28.084937072919768,53.46368692708022,0
5000127,123596,2025-10-10 00:08:20,Online,Card,Returned,0.016,156,2064,3,1583.0,4749.0,75.984,4673.016,1116.8508239999999,63.602788416091144,897.2480355839087,1
5000128,116254,2025-08-05 00:34:08,Store,UPI,Delivered,0.085,128,2212,1,1667.0,1667.0,141.69500000000002,1525.305,424.03479000000004,40.11179697201248,255.92299302798756,0
5000129,127849,2024-08-15 08:14:41,Online,Card,Delivered,0.141,112,2194,1,3959.0,3959.0,558.2189999999999,3400.781,642.747609,69.37858505973429,461.3690239402657,0
5000130,119526,2025-03-18 05:09:46,Online,Card,Delivered,0.058,165,2215,1,625.0,625.0,36.25,588.75,307.3275,111.21241321831685,31.115086781683132,0
5000131,119863,2024-06-26 20:40:11,Online,Card,Delivered,0.033,158,2170,1,7374.0,7374.0,243.342,7130.658,2046.498846,27.096414428672652,1861.4024315713273,0
5000132,123456,2025-06-08 14:29:28,Online,NetBanking,Delivered,0.064,96,2003,1,3056.0,3056.0,195.584,2860.416,1641.878784,42.63908922914677,1503.2396947708532,0
5000133,104796,2024-02-12 08:24:46,Online,Card,Delivered,0.086,93,2012,1,1382.0,1382.0,118.85199999999999,1263.148,690.941956,67.06346258487471,530.8784934151253,0
5000134,122094,2024-12-13 05:41:58,Online,UPI,Delivered,0.018,127,2095,2,2899.0,5798.0,104.36399999999999,5693.636,2300.2289440000004,64.36319246948035,2108.86575153052,0
5000135,107914,2025-03-06 17:22:40,Online,UPI,Delivered,0.045,122,2037,1,1819.0,1819.0,81.855,1737.145,1075.292755,130.30081311676702,822.9919418832329,0
5000136,116653,2024-05-21 09:02:13,Online,Card,Delivered,0.116,136,2156,1,507.0,507.0,58.812000000000005,448.188,113.839752,100.57216924417236,-122.73241724417235,0
5000137,102471,2024-09-26 20:57:27,Online,Card,Returned,0.077,153,2158,1,1929.0,1929.0,148.533,1780.467,1066.499733,23.101864487910817,890.3978685120893,1
5000138,113932,2025-03-30 19:26:22,Online,UPI,Delivered,0.094,81,2198,3,1159.0,3477.0,326.838,3150.162,1798.7425019999998,106.20001244333693,1611.542489556663,0
5000139,100878,2025-08-31 03:31:35,Online,NetBanking,Delivered,0.114,150,2214,1,1799.0,1799.0,205.086,1593.914,629.59603,94.36735594991407,385.22867405008594,0
5000140,124778,2025-06-05 07:12:14,Online,UPI,Delivered,0.085,61,2005,3,1698.0,5094.0,432.99,4661.01,1668.64158,113.05154139868772,1494.5900386013122,0
5000141,123061,2025-10-27 09:49:27,Online,Wallet,Delivered,0.09,136,2138,2,1373.0,2746.0,247.14,2498.86,684.6876400000001,33.93157373166024,514.7560662683399,0
5000142,125522,2024-11-16 23:40:51,Online,Card,Delivered,0.046,170,2029,1,1169.0,1169.0,53.774,1115.226,278.8065,20.111194737408127,88.6953052625919,0
5000143,103541,2025-01-23 19:43:15,Online,Wallet,Delivered,0.081,84,2206,1,3174.0,3174.0,257.094,2916.906,638.802414,99.03786928579623,455.7645447142038,0
5000144,117576,2024-03-01 18:50:47,Online,NetBanking,Returned,0.064,104,2170,2,7374.0,14748.0,943.8720000000001,13804.128,3961.784736,70.1001132312498,3787.68462276875,1
5000145,103300,2024-01-30 08:36:23,Online,Card,Delivered,0.037,174,2022,1,1577.0,1577.0,58.349,1518.651,356.882985,72.40643479670891,110.47655020329111,0
5000146,116000,2024-08-03 08:25:06,Online,Card,Delivered,0.064,178,2160,2,3051.0,6102.0,390.528,5711.472,2992.811328,81.48467472405727,2733.3266532759426,0
5000147,125198,2024-03-20 06:24:36,Online,NetBanking,Delivered,0.139,164,2149,1,1944.0,1944.0,270.216,1673.784,1004.2704,43.78460132620805,796.4857986737919,0
5000148,101303,2025-06-04 14:42:36,Online,Card,Delivered,0.11,139,2201,2,4756.0,9512.0,1046.32,8465.68,2971.45368,59.57316257957671,2772.8805174204235,0
5000149,122578,2025-07-01 07:56:37,Online,UPI,Delivered,0.066,73,2189,3,6420.0,19260.0,1271.16,17988.84,10307.605319999999,64.61008092042435,10169.995239079575,0
5000150,104500,2024-01-29 11:13:32,Online,Card,Delivered,0.043,105,2072,1,942.0,942.0,40.506,901.494,432.71712,111.05978836978254,216.65733163021747,0
5000151,117670,2024-02-09 12:20:47,Online,COD,Returned,0.084,148,2176,1,3914.0,3914.0,328.776,3585.224,1624.1064720000002,89.46503915743018,1386.6414328425699,1
5000152,109681,2024-04-08 10:24:36,Store,UPI,Delivered,0.062,119,2005,2,1698.0,3396.0,210.552,3185.448,1140.3903839999998,42.6989682177676,978.6914157822322,0
5000153,127884,2025-02-26 21:56:55,Online,Wallet,Delivered,0.025,168,2138,1,1373.0,1373.0,34.325,1338.675,366.79695000000004,37.94962003177542,160.8473299682246,0
5000154,119687,2024-12-09 13:55:08,Online,UPI,Delivered,0.144,155,2193,1,2396.0,2396.0,345.024,2050.976,463.52057600000006,126.57217142474998,181.9484045752501,0
5000155,128217,2025-01-30 11:47:35,Online,UPI,Delivered,0.09,115,2075,1,1628.0,1628.0,146.51999999999998,1481.48,497.77728,50.58224833964858,332.19503166035145,0
5000156,125504,2024-09-04 12:20:55,Store,Card,Delivered,0.082,133,2109,1,940.0,940.0,77.08,862.92,291.66696,9.359131111416525,149.3078288885835,0
5000157,116354,2024-03-04 16:47:53,Store,COD,Returned,0.035,116,2021,1,2097.0,2097.0,73.39500000000001,2023.605,516.019275,34.65611093953593,365.36316406046404,1
5000158,125594,2024-05-19 10:44:22,Store,NetBanking,Delivered,0.037,68,2057,1,3187.0,3187.0,117.919,3069.081,1068.040188,7.026273736716844,993.0139142632831,0
